Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1987,11,28,6,749,750,1628,1640,CO,522,NA,339,350,NA,-12,-1,SJC,EWR,2548,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,29,7,823,750,1658,1640,CO,522,NA,335,350,NA,18,33,SJC,EWR,2548,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,30,1,754,750,1621,1640,CO,522,NA,327,350,NA,-19,4,SJC,EWR,2548,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,1,7,710,710,808,808,CO,523,NA,178,178,NA,0,0,CMH,DEN,1155,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,2,1,710,710,814,808,CO,523,NA,184,178,NA,6,0,CMH,DEN,1155,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,11,3,2,710,710,812,808,CO,523,NA,182,178,NA,4,0,CMH,DEN,1155,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,23,3,1111,1059,1201,1149,PS,1703,NA,50,50,NA,12,12,LAX,FAT,209,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,24,4,1112,1059,1208,1149,PS,1703,NA,56,50,NA,19,13,LAX,FAT,209,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,25,5,1106,1059,1158,1149,PS,1703,NA,52,50,NA,9,7,LAX,FAT,209,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,26,6,1103,1059,1155,1149,PS,1703,NA,52,50,NA,6,4,LAX,FAT,209,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,27,7,1101,1059,1144,1149,PS,1703,NA,43,50,NA,-5,2,LAX,FAT,209,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,21,1,1723,1710,1821,1802,PS,1704,NA,58,52,NA,19,13,LAX,LAS,236,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,22,2,1733,1710,1820,1802,PS,1704,NA,47,52,NA,18,23,LAX,LAS,236,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,23,3,1939,1710,2029,1804,PS,1704,NA,50,54,NA,145,149,LAX,LAS,236,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,24,4,1716,1710,1815,1804,PS,1704,NA,59,54,NA,11,6,LAX,LAS,236,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,27,7,1723,1710,1811,1804,PS,1704,NA,48,54,NA,7,13,LAX,LAS,236,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,26,6,847,840,951,938,PS,1705,NA,64,58,NA,13,7,LAS,LAX,236,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,27,7,843,840,932,938,PS,1705,NA,49,58,NA,-6,3,LAS,LAX,236,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,28,1,839,840,933,938,PS,1705,NA,54,58,NA,-5,-1,LAS,LAX,236,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,29,2,841,840,944,938,PS,1705,NA,63,58,NA,6,1,LAS,LAX,236,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,30,3,839,840,929,938,PS,1705,NA,50,58,NA,-9,-1,LAS,LAX,236,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,31,4,844,840,937,938,PS,1705,NA,53,58,NA,-1,4,LAS,LAX,236,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,1,2,1041,1005,1318,1235,PS,1705,NA,157,150,NA,43,36,LAX,SEA,954,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,19,6,2244,2220,11,2330,TW,173,NA,147,130,NA,41,24,STL,DEN,770,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,20,7,2218,2220,2331,2330,TW,173,NA,133,130,NA,1,-2,STL,DEN,770,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,21,1,2237,2220,16,2330,TW,173,NA,159,130,NA,46,17,STL,DEN,770,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,22,2,2311,2220,25,2330,TW,173,NA,134,130,NA,55,51,STL,DEN,770,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,23,3,26,2220,213,2330,TW,173,NA,167,130,NA,163,126,STL,DEN,770,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,8,2,826,826,1014,1030,TW,177,NA,168,184,NA,-16,0,BOS,STL,1046,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,9,3,824,826,1013,1030,TW,177,NA,169,184,NA,-17,-2,BOS,STL,1046,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,10,4,826,826,1017,1030,TW,177,NA,171,184,NA,-13,0,BOS,STL,1046,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,11,5,827,826,1026,1030,TW,177,NA,179,184,NA,-4,1,BOS,STL,1046,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,12,6,847,826,1054,1030,TW,177,NA,187,184,NA,24,21,BOS,STL,1046,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,17,4,1355,1325,1454,1434,TW,594,NA,59,69,NA,20,30,STL,BNA,271,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,18,5,1330,1325,1454,1434,TW,594,NA,84,69,NA,20,5,STL,BNA,271,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,19,6,1325,1325,1428,1434,TW,594,NA,63,69,NA,-6,0,STL,BNA,271,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,20,7,1325,1325,1441,1434,TW,594,NA,76,69,NA,7,0,STL,BNA,271,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,21,1,1325,1325,1424,1434,TW,594,NA,59,69,NA,-10,0,STL,BNA,271,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,4,5,1114,1114,1226,1227,TW,601,NA,72,73,NA,-1,0,STL,OMA,342,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,5,6,1114,1114,1230,1227,TW,601,NA,76,73,NA,3,0,STL,OMA,342,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,6,7,1124,1114,1234,1227,TW,601,NA,70,73,NA,7,10,STL,OMA,342,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,7,1,1227,1114,1349,1227,TW,601,NA,82,73,NA,82,73,STL,OMA,342,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,8,2,1120,1114,1231,1227,TW,601,NA,71,73,NA,4,6,STL,OMA,342,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,1,2,715,715,807,801,TW,605,NA,52,46,NA,6,0,PIA,STL,137,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,2,3,715,715,804,801,TW,605,NA,49,46,NA,3,0,PIA,STL,137,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,3,4,715,715,756,801,TW,605,NA,41,46,NA,-5,0,PIA,STL,137,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,4,5,715,715,753,801,TW,605,NA,38,46,NA,-8,0,PIA,STL,137,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,29,2,1308,1300,1432,1425,UA,231,NA,144,145,NA,7,8,ORD,DEN,888,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,30,3,1318,1300,1458,1425,UA,231,NA,160,145,NA,33,18,ORD,DEN,888,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,31,4,1300,1300,1429,1425,UA,231,NA,149,145,NA,4,0,ORD,DEN,888,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,1,2,1331,1300,1640,1610,UA,232,NA,129,130,NA,30,31,DEN,ORD,888,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,2,3,1301,1300,1613,1610,UA,232,NA,132,130,NA,3,1,DEN,ORD,888,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,3,4,1300,1300,1615,1610,UA,232,NA,135,130,NA,5,0,DEN,ORD,888,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,6,7,1505,1500,1631,1633,UA,233,NA,146,153,NA,-2,5,ORD,DEN,888,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,7,1,1521,1500,1708,1633,UA,233,NA,167,153,NA,35,21,ORD,DEN,888,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,8,2,1514,1500,1646,1633,UA,233,NA,152,153,NA,13,14,ORD,DEN,888,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,9,3,1511,1500,1636,1633,UA,233,NA,145,153,NA,3,11,ORD,DEN,888,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,10,4,1508,1500,1632,1633,UA,233,NA,144,153,NA,-1,8,ORD,DEN,888,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,11,5,1458,1500,1640,1633,UA,233,NA,162,153,NA,7,-2,ORD,DEN,888,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,12,6,1512,1500,1639,1633,UA,233,NA,147,153,NA,6,12,ORD,DEN,888,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,29,2,850,850,943,940,WN,15,NA,53,50,NA,3,0,TUL,DAL,237,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,30,3,850,850,939,940,WN,15,NA,49,50,NA,-1,0,TUL,DAL,237,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,31,4,850,850,951,940,WN,15,NA,61,50,NA,11,0,TUL,DAL,237,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,1,2,900,900,942,945,WN,16,NA,42,45,NA,-3,0,CRP,HOU,187,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,2,3,900,900,942,945,WN,16,NA,42,45,NA,-3,0,CRP,HOU,187,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,7,1,905,900,950,945,WN,16,NA,45,45,NA,5,5,CRP,HOU,187,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,8,2,920,900,1003,945,WN,16,NA,43,45,NA,18,20,CRP,HOU,187,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,9,3,914,900,957,945,WN,16,NA,43,45,NA,12,14,CRP,HOU,187,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,10,4,900,900,940,945,WN,16,NA,40,45,NA,-5,0,CRP,HOU,187,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,11,5,900,900,945,945,WN,16,NA,45,45,NA,0,0,CRP,HOU,187,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,19,6,1219,1105,1300,1150,WN,16,NA,41,45,NA,70,74,DAL,OKC,181,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,20,7,1110,1105,1150,1150,WN,16,NA,40,45,NA,0,5,DAL,OKC,181,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,21,1,1126,1105,1207,1150,WN,16,NA,41,45,NA,17,21,DAL,OKC,181,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,22,2,1108,1105,1152,1150,WN,16,NA,44,45,NA,2,3,DAL,OKC,181,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,23,3,1120,1105,1206,1150,WN,16,NA,46,45,NA,16,15,DAL,OKC,181,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,6,7,1200,1200,1309,1259,EA,1451,NA,69,59,NA,10,0,LGA,DCA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,7,1,1200,1200,1253,1259,EA,1451,NA,53,59,NA,-6,0,LGA,DCA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,8,2,1200,1200,1302,1259,EA,1451,NA,62,59,NA,3,0,LGA,DCA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,9,3,1205,1200,1314,1259,EA,1451,NA,69,59,NA,15,5,LGA,DCA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,10,4,1200,1200,1307,1259,EA,1451,NA,67,59,NA,8,0,LGA,DCA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,16,3,1230,1200,1331,1256,EA,1451,NA,61,56,NA,35,30,LGA,DCA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,17,4,1200,1200,1300,1256,EA,1451,NA,60,56,NA,4,0,LGA,DCA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,18,5,1200,1200,1312,1256,EA,1451,NA,72,56,NA,16,0,LGA,DCA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,19,6,1200,1200,1301,1256,EA,1451,NA,61,56,NA,5,0,LGA,DCA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,20,7,1200,1200,1309,1256,EA,1451,NA,69,56,NA,13,0,LGA,DCA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,21,1,1200,1200,1254,1256,EA,1451,NA,54,56,NA,-2,0,LGA,DCA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,25,5,1400,1400,1455,1455,EA,1470,NA,55,55,NA,0,0,DCA,LGA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,26,6,1400,1400,1450,1455,EA,1470,NA,50,55,NA,-5,0,DCA,LGA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,27,7,1400,1400,1458,1455,EA,1470,NA,58,55,NA,3,0,DCA,LGA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,28,1,1400,1400,1452,1455,EA,1470,NA,52,55,NA,-3,0,DCA,LGA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,30,3,1400,1400,1459,1455,EA,1470,NA,59,55,NA,4,0,DCA,LGA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,13,7,1610,1600,1718,1659,EA,1491,NA,68,59,NA,19,10,LGA,DCA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,14,1,1615,1600,1721,1659,EA,1491,NA,66,59,NA,22,15,LGA,DCA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,15,2,1600,1600,1745,1704,EA,1491,NA,105,64,NA,41,0,LGA,DCA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,16,3,1614,1600,1727,1704,EA,1491,NA,73,64,NA,23,14,LGA,DCA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,17,4,1530,1600,1630,1704,EA,1491,NA,60,64,NA,-34,-30,LGA,DCA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,20,7,1900,1850,2000,2000,HP,42,NA,60,70,NA,0,10,DRO,PHX,351,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,21,1,1855,1850,1957,2000,HP,42,NA,62,70,NA,-3,5,DRO,PHX,351,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,22,2,1850,1850,1958,2000,HP,42,NA,68,70,NA,-2,0,DRO,PHX,351,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,23,3,1910,1850,2030,2000,HP,42,NA,80,70,NA,30,20,DRO,PHX,351,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,24,4,1902,1850,2019,2000,HP,42,NA,77,70,NA,19,12,DRO,PHX,351,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,25,5,1900,1850,1957,2000,HP,42,NA,57,70,NA,-3,10,DRO,PHX,351,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,28,1,2059,2045,2054,2040,HP,42,NA,55,55,NA,14,14,PHX,LAS,256,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,29,2,2045,2045,2040,2040,HP,42,NA,55,55,NA,0,0,PHX,LAS,256,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,30,3,2114,2045,2111,2040,HP,42,NA,57,55,NA,31,29,PHX,LAS,256,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,31,4,2045,2045,2042,2040,HP,42,NA,57,55,NA,2,0,PHX,LAS,256,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,1,2,1329,1210,1425,1305,HP,45,NA,56,55,NA,80,79,LAX,LAS,236,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,2,3,1220,1210,1314,1305,HP,45,NA,54,55,NA,9,10,LAX,LAS,236,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,29,2,930,930,1051,1045,HP,46,NA,81,75,NA,6,0,OAK,LAS,407,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,30,3,930,930,1034,1045,HP,46,NA,64,75,NA,-11,0,OAK,LAS,407,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,31,4,930,930,1040,1045,HP,46,NA,70,75,NA,-5,0,OAK,LAS,407,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,1,2,1940,1940,2035,2035,HP,48,NA,55,55,NA,0,0,LAX,LAS,236,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,2,3,1940,1940,2028,2035,HP,48,NA,48,55,NA,-7,0,LAX,LAS,236,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,3,4,1940,1940,2028,2035,HP,48,NA,48,55,NA,-7,0,LAX,LAS,236,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,16,3,1305,1255,1412,1405,HP,51,NA,67,70,NA,7,10,RNO,LAS,345,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,17,4,1310,1255,1419,1405,HP,51,NA,69,70,NA,14,15,RNO,LAS,345,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,18,5,1302,1255,1405,1405,HP,51,NA,63,70,NA,0,7,RNO,LAS,345,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,19,6,1316,1255,1428,1405,HP,51,NA,72,70,NA,23,21,RNO,LAS,345,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,20,7,1305,1255,1401,1405,HP,51,NA,56,70,NA,-4,10,RNO,LAS,345,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,19,6,1245,1210,1445,1358,NW,303,NA,240,228,NA,47,35,MSP,LAX,1536,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,20,7,1315,1210,1442,1358,NW,303,NA,207,228,NA,44,65,MSP,LAX,1536,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,21,1,1210,1210,1432,1358,NW,303,NA,262,228,NA,34,0,MSP,LAX,1536,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,22,2,1305,1210,1522,1358,NW,303,NA,257,228,NA,84,55,MSP,LAX,1536,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,23,3,1353,1210,1551,1358,NW,303,NA,238,228,NA,113,103,MSP,LAX,1536,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,19,6,1130,1130,1405,1335,NW,305,NA,215,185,NA,30,0,BOS,MSP,1124,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,20,7,1130,1130,1350,1335,NW,305,NA,200,185,NA,15,0,BOS,MSP,1124,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,21,1,1200,1130,1405,1335,NW,305,NA,185,185,NA,30,30,BOS,MSP,1124,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,22,2,1130,1130,1330,1335,NW,305,NA,180,185,NA,-5,0,BOS,MSP,1124,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,23,3,1130,1130,1409,1335,NW,305,NA,219,185,NA,34,0,BOS,MSP,1124,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,24,4,1205,1130,1432,1335,NW,305,NA,207,185,NA,57,35,BOS,MSP,1124,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,31,4,1425,1420,1628,1604,NW,305,NA,243,224,NA,24,5,MSP,LAX,1536,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,1,2,1520,1515,2108,2040,NW,306,NA,228,205,NA,28,5,LAX,MSP,1536,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,2,3,1517,1515,2124,2040,NW,306,NA,247,205,NA,44,2,LAX,MSP,1536,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,3,4,1515,1515,2114,2040,NW,306,NA,239,205,NA,34,0,LAX,MSP,1536,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,4,5,1530,1515,2047,2040,NW,306,NA,197,205,NA,7,15,LAX,MSP,1536,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,5,6,1515,1515,2049,2040,NW,306,NA,214,205,NA,9,0,LAX,MSP,1536,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,10,4,1815,1815,2155,2120,PA (1),239,NA,220,185,NA,35,0,LGA,MIA,1097,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,11,5,1815,1815,2130,2120,PA (1),239,NA,195,185,NA,10,0,LGA,MIA,1097,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,12,6,1815,1815,2111,2120,PA (1),239,NA,176,185,NA,-9,0,LGA,MIA,1097,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,13,7,1815,1815,2122,2120,PA (1),239,NA,187,185,NA,2,0,LGA,MIA,1097,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,15,2,1933,1815,2241,2120,PA (1),239,NA,188,185,NA,81,78,LGA,MIA,1097,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,7,1,645,645,745,745,PA (1),240,NA,60,60,NA,0,0,DCA,LGA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,8,2,645,645,743,745,PA (1),240,NA,58,60,NA,-2,0,DCA,LGA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,9,3,645,645,740,745,PA (1),240,NA,55,60,NA,-5,0,DCA,LGA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,10,4,645,645,742,745,PA (1),240,NA,57,60,NA,-3,0,DCA,LGA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,11,5,645,645,747,745,PA (1),240,NA,62,60,NA,2,0,DCA,LGA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,14,1,645,645,742,745,PA (1),240,NA,57,60,NA,-3,0,DCA,LGA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,1,2,630,630,725,730,PA (1),241,NA,55,60,NA,-5,0,LGA,DCA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,2,3,630,630,730,730,PA (1),241,NA,60,60,NA,0,0,LGA,DCA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,3,4,630,630,733,730,PA (1),241,NA,63,60,NA,3,0,LGA,DCA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,4,5,630,630,726,730,PA (1),241,NA,56,60,NA,-4,0,LGA,DCA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,7,1,630,630,733,730,PA (1),241,NA,63,60,NA,3,0,LGA,DCA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,30,3,630,630,730,737,PA (1),241,NA,60,67,NA,-7,0,LGA,DCA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,31,4,630,630,731,737,PA (1),241,NA,61,67,NA,-6,0,LGA,DCA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,1,2,730,730,828,830,PA (1),242,NA,58,60,NA,-2,0,DCA,LGA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,2,3,730,730,838,830,PA (1),242,NA,68,60,NA,8,0,DCA,LGA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,3,4,730,730,825,830,PA (1),242,NA,55,60,NA,-5,0,DCA,LGA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,12,4,5,730,730,831,830,PA (1),242,NA,61,60,NA,1,0,DCA,LGA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
